Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delay Duration,Shipment Duration,Is Weekend,Weather Code,Traffic Code,Distance_Traffic,Traffic_Weather,Day of Week,Month,Quarter
SHIP015065,Pune,Mumbai,2023-07-27,2023-07-30,2023-07-31,Truck,943,Clear,Moderate,Yes,1,3,0,0,2,1886,0,3,7,3
SHIP015066,Kolkata,Ahmedabad,2024-03-05,2024-03-08,2024-03-09,Trailer,900,Clear,Moderate,Yes,1,3,0,0,2,1800,0,1,3,1
SHIP015067,Hyderabad,Chennai,2023-05-03,2023-05-08,2023-05-10,Trailer,1739,Fog,Light,Yes,2,5,0,2,1,1739,2,2,5,2
SHIP015068,Bangalore,Kolkata,2024-04-12,2024-04-14,2024-04-18,Truck,754,Clear,Moderate,Yes,4,2,0,0,2,1508,0,4,4,2
SHIP015069,Pune,Mumbai,2023-05-21,2023-05-24,2023-05-24,Container,913,Clear,Light,No,0,3,1,0,1,913,0,6,5,2
SHIP015070,Mumbai,Kolkata,2023-08-02,2023-08-08,2023-08-11,Lorry,1821,Rain,Heavy,Yes,3,6,0,1,3,5463,3,2,8,3
SHIP015071,Kolkata,Ahmedabad,2024-04-09,2024-04-14,2024-04-18,Truck,1791,Rain,Moderate,Yes,4,5,0,1,2,3582,2,1,4,2
SHIP015072,Jaipur,Bangalore,2023-01-10,2023-01-11,2023-01-12,Truck,217,Clear,Moderate,Yes,1,1,0,0,2,434,0,1,1,1
SHIP015073,Pune,Jaipur,2023-12-25,2023-12-28,2023-12-29,Container,934,Clear,Moderate,Yes,1,3,0,0,2,1868,0,0,12,4
SHIP015074,Kolkata,Hyderabad,2024-02-03,2024-02-04,2024-02-06,Truck,203,Rain,Moderate,Yes,2,1,1,1,2,406,2,5,2,1
SHIP015075,Ahmedabad,Hyderabad,2023-03-02,2023-03-05,2023-03-08,Truck,1019,Clear,Moderate,Yes,3,3,0,0,2,2038,0,3,3,1
SHIP015076,Hyderabad,Kolkata,2023-11-16,2023-11-18,2023-11-27,Lorry,827,Rain,Moderate,Yes,9,2,0,1,2,1654,2,3,11,4
SHIP015077,Bangalore,Jaipur,2023-06-20,2023-06-25,2023-06-26,Truck,1609,Clear,Moderate,Yes,1,5,0,0,2,3218,0,1,6,2
SHIP015078,Ahmedabad,Mumbai,2023-04-11,2023-04-17,2023-04-18,Truck,1915,Rain,Light,Yes,1,6,0,1,1,1915,1,1,4,2
SHIP015079,Chennai,Pune,2023-12-18,2023-12-22,2023-12-23,Truck,1449,Clear,Moderate,Yes,1,4,0,0,2,2898,0,0,12,4
SHIP015080,Bangalore,Ahmedabad,2023-02-25,2023-02-27,2023-02-27,Lorry,876,Clear,Light,No,0,2,1,0,1,876,0,5,2,1
SHIP015081,Ahmedabad,Chennai,2023-08-18,2023-08-23,2023-08-24,Truck,1558,Rain,Light,Yes,1,5,0,1,1,1558,1,4,8,3
SHIP015082,Bangalore,Chennai,2023-04-17,2023-04-20,2023-04-25,Truck,1016,Rain,Moderate,Yes,5,3,0,1,2,2032,2,0,4,2
SHIP015083,Chennai,Mumbai,2024-05-18,2024-05-24,2024-05-26,Lorry,1831,Rain,Moderate,Yes,2,6,1,1,2,3662,2,5,5,2
SHIP015084,Bangalore,Kolkata,2023-10-31,2023-11-06,2023-11-07,Container,1818,Clear,Moderate,Yes,1,6,0,0,2,3636,0,1,10,4
SHIP015085,Pune,Bangalore,2024-03-10,2024-03-14,2024-03-16,Lorry,1355,Clear,Heavy,Yes,2,4,1,0,3,4065,0,6,3,1
SHIP015086,Mumbai,Lucknow,2024-03-28,2024-03-30,2024-03-31,Trailer,789,Clear,Moderate,Yes,1,2,0,0,2,1578,0,3,3,1
SHIP015087,Bangalore,Kolkata,2023-03-19,2023-03-25,2023-03-27,Trailer,1952,Rain,Moderate,Yes,2,6,1,1,2,3904,2,6,3,1
SHIP015088,Delhi,Bangalore,2023-07-05,2023-07-10,2023-07-11,Lorry,1684,Clear,Moderate,Yes,1,5,0,0,2,3368,0,2,7,3
SHIP015089,Chennai,Ahmedabad,2024-02-18,2024-02-24,2024-03-01,Lorry,1820,Rain,Moderate,Yes,6,6,1,1,2,3640,2,6,2,1
SHIP015090,Delhi,Bangalore,2024-05-07,2024-05-10,2024-05-11,Lorry,1039,Clear,Moderate,Yes,1,3,0,0,2,2078,0,1,5,2
SHIP015091,Jaipur,Hyderabad,2023-12-30,2024-01-01,2024-01-01,Truck,792,Clear,Light,No,0,2,1,0,1,792,0,5,12,4
SHIP015092,Mumbai,Pune,2024-02-15,2024-02-16,2024-02-17,Lorry,586,Rain,Light,Yes,1,1,0,1,1,586,1,3,2,1
SHIP015093,Jaipur,Kolkata,2023-12-28,2023-12-29,2023-12-30,Truck,543,Clear,Moderate,Yes,1,1,0,0,2,1086,0,3,12,4
SHIP015094,Chennai,Jaipur,2024-02-20,2024-02-26,2024-02-27,Truck,1885,Clear,Moderate,Yes,1,6,0,0,2,3770,0,1,2,1
SHIP015095,Delhi,Lucknow,2023-02-07,2023-02-14,2023-02-12,Container,1649,Fog,Light,Yes,-2,7,0,2,1,1649,2,1,2,1
SHIP015096,Kolkata,Ahmedabad,2023-07-26,2023-08-01,2023-08-06,Trailer,1847,Clear,Moderate,Yes,5,6,0,0,2,3694,0,2,7,3
SHIP015097,Hyderabad,Kolkata,2023-06-19,2023-06-22,2023-06-24,Lorry,1068,Clear,Heavy,Yes,2,3,0,0,3,3204,0,0,6,2
SHIP015098,Lucknow,Pune,2023-06-25,2023-06-29,2023-06-30,Lorry,1362,Clear,Moderate,Yes,1,4,1,0,2,2724,0,6,6,2
SHIP015099,Chennai,Lucknow,2023-01-06,2023-01-09,2023-01-13,Lorry,1146,Fog,Heavy,Yes,4,3,0,2,3,3438,6,4,1,1
SHIP015100,Delhi,Kolkata,2023-03-21,2023-03-26,2023-03-31,Truck,1570,Rain,Heavy,Yes,5,5,0,1,3,4710,3,1,3,1
SHIP015101,Hyderabad,Mumbai,2023-12-01,2023-12-02,2023-12-06,Trailer,565,Clear,Light,Yes,4,1,0,0,1,565,0,4,12,4
SHIP015102,Kolkata,Mumbai,2023-02-10,2023-02-14,2023-02-15,Trailer,1441,Clear,Moderate,Yes,1,4,0,0,2,2882,0,4,2,1
SHIP015103,Ahmedabad,Bangalore,2024-03-28,2024-04-03,2024-04-07,Container,1879,Fog,Heavy,Yes,4,6,0,2,3,5637,6,3,3,1
SHIP015104,Chennai,Kolkata,2023-09-04,2023-09-10,2023-09-13,Container,1831,Fog,Moderate,Yes,3,6,0,2,2,3662,4,0,9,3
SHIP015105,Delhi,Mumbai,2023-01-16,2023-01-21,2023-01-21,Trailer,1596,Clear,Light,No,0,5,0,0,1,1596,0,0,1,1
SHIP015106,Hyderabad,Pune,2023-02-25,2023-03-01,2023-03-05,Trailer,1329,Rain,Moderate,Yes,4,4,1,1,2,2658,2,5,2,1
SHIP015107,Bangalore,Hyderabad,2023-04-07,2023-04-09,2023-04-10,Lorry,896,Clear,Moderate,Yes,1,2,0,0,2,1792,0,4,4,2
SHIP015108,Hyderabad,Pune,2023-11-21,2023-11-27,2023-11-28,Trailer,1976,Clear,Moderate,Yes,1,6,0,0,2,3952,0,1,11,4
SHIP015109,Ahmedabad,Pune,2023-04-16,2023-04-19,2023-04-25,Lorry,1186,Fog,Moderate,Yes,6,3,1,2,2,2372,4,6,4,2
SHIP015110,Jaipur,Bangalore,2024-04-27,2024-05-03,2024-05-07,Lorry,1963,Clear,Light,Yes,4,6,1,0,1,1963,0,5,4,2
SHIP015111,Bangalore,Delhi,2024-02-28,2024-03-05,2024-03-05,Lorry,1825,Clear,Light,No,0,6,0,0,1,1825,0,2,2,1
SHIP015112,Jaipur,Bangalore,2023-02-16,2023-02-17,2023-02-18,Trailer,285,Clear,Moderate,Yes,1,1,0,0,2,570,0,3,2,1
SHIP015113,Bangalore,Kolkata,2024-02-02,2024-02-07,2024-02-10,Lorry,1562,Fog,Moderate,Yes,3,5,0,2,2,3124,4,4,2,1
SHIP015114,Hyderabad,Delhi,2023-11-18,2023-11-22,2023-11-22,Container,1378,Clear,Light,No,0,4,1,0,1,1378,0,5,11,4
SHIP015115,Kolkata,Pune,2023-06-04,2023-06-10,2023-06-15,Lorry,1964,Clear,Heavy,Yes,5,6,1,0,3,5892,0,6,6,2
SHIP015116,Chennai,Jaipur,2024-05-22,2024-05-23,2024-05-25,Lorry,330,Clear,Heavy,Yes,2,1,0,0,3,990,0,2,5,2
SHIP015117,Mumbai,Hyderabad,2023-02-09,2023-02-13,2023-02-12,Trailer,1033,Clear,Moderate,Yes,-1,4,0,0,2,2066,0,3,2,1
SHIP015118,Pune,Mumbai,2023-08-09,2023-08-11,2023-08-11,Lorry,756,Clear,Light,No,0,2,0,0,1,756,0,2,8,3
SHIP015119,Mumbai,Bangalore,2023-04-15,2023-04-20,2023-04-21,Lorry,1549,Clear,Moderate,Yes,1,5,1,0,2,3098,0,5,4,2
SHIP015120,Kolkata,Hyderabad,2024-01-16,2024-01-18,2024-01-18,Lorry,747,Clear,Light,No,0,2,0,0,1,747,0,1,1,1
SHIP015121,Ahmedabad,Mumbai,2023-10-10,2023-10-14,2023-10-16,Lorry,1319,Clear,Heavy,Yes,2,4,0,0,3,3957,0,1,10,4
SHIP015122,Bangalore,Hyderabad,2024-03-05,2024-03-07,2024-03-08,Truck,764,Clear,Moderate,Yes,1,2,0,0,2,1528,0,1,3,1
SHIP015123,Bangalore,Jaipur,2023-01-21,2023-01-26,2023-01-29,Truck,1710,Rain,Heavy,Yes,3,5,1,1,3,5130,3,5,1,1
SHIP015124,Kolkata,Bangalore,2024-04-06,2024-04-08,2024-04-10,Container,651,Clear,Heavy,Yes,2,2,1,0,3,1953,0,5,4,2
SHIP015125,Lucknow,Delhi,2023-02-08,2023-02-10,2023-02-11,Trailer,755,Rain,Light,Yes,1,2,0,1,1,755,1,2,2,1
SHIP015126,Jaipur,Bangalore,2023-05-26,2023-05-30,2023-05-27,Truck,319,Fog,Moderate,Yes,-3,4,0,2,2,638,4,4,5,2
SHIP015127,Bangalore,Delhi,2023-12-18,2023-12-20,2023-12-21,Lorry,875,Clear,Moderate,Yes,1,2,0,0,2,1750,0,0,12,4
SHIP015128,Chennai,Delhi,2023-08-30,2023-09-05,2023-09-10,Container,1878,Clear,Light,Yes,5,6,0,0,1,1878,0,2,8,3
SHIP015129,Jaipur,Ahmedabad,2024-02-08,2024-02-10,2024-02-10,Lorry,688,Clear,Light,No,0,2,0,0,1,688,0,3,2,1
SHIP015130,Delhi,Pune,2024-04-26,2024-04-29,2024-05-02,Truck,915,Clear,Moderate,Yes,3,3,0,0,2,1830,0,4,4,2
SHIP015131,Bangalore,Ahmedabad,2023-04-25,2023-04-28,2023-04-29,Truck,1066,Clear,Moderate,Yes,1,3,0,0,2,2132,0,1,4,2
SHIP015132,Jaipur,Pune,2023-01-06,2023-01-10,2023-01-12,Lorry,1399,Fog,Light,Yes,2,4,0,2,1,1399,2,4,1,1
SHIP015133,Chennai,Jaipur,2023-04-06,2023-04-08,2023-04-08,Container,798,Clear,Light,No,0,2,0,0,1,798,0,3,4,2
SHIP015134,Pune,Delhi,2023-10-12,2023-10-16,2023-10-17,Container,1493,Clear,Moderate,Yes,1,4,0,0,2,2986,0,3,10,4
SHIP015135,Ahmedabad,Chennai,2024-04-06,2024-04-08,2024-04-08,Truck,821,Clear,Light,No,0,2,1,0,1,821,0,5,4,2
SHIP015136,Kolkata,Jaipur,2023-09-02,2023-09-07,2023-09-09,Trailer,1602,Clear,Heavy,Yes,2,5,1,0,3,4806,0,5,9,3
SHIP015137,Bangalore,Ahmedabad,2024-02-17,2024-02-22,2024-02-24,Lorry,1539,Clear,Heavy,Yes,2,5,1,0,3,4617,0,5,2,1
SHIP015138,Bangalore,Ahmedabad,2023-03-27,2023-04-01,2023-04-01,Truck,1671,Clear,Light,No,0,5,0,0,1,1671,0,0,3,1
SHIP015139,Ahmedabad,Kolkata,2023-10-22,2023-10-23,2023-10-24,Container,457,Rain,Light,Yes,1,1,1,1,1,457,1,6,10,4
SHIP015140,Bangalore,Jaipur,2023-02-09,2023-02-15,2023-02-16,Container,1940,Rain,Light,Yes,1,6,0,1,1,1940,1,3,2,1
SHIP015141,Jaipur,Bangalore,2023-02-04,2023-02-05,2023-02-06,Trailer,575,Rain,Light,Yes,1,1,1,1,1,575,1,5,2,1
SHIP015142,Chennai,Jaipur,2024-05-26,2024-05-27,2024-06-03,Trailer,286,Fog,Heavy,Yes,7,1,1,2,3,858,6,6,5,2
SHIP015143,Kolkata,Delhi,2024-03-17,2024-03-18,2024-03-20,Lorry,238,Rain,Moderate,Yes,2,1,1,1,2,476,2,6,3,1
SHIP015144,Ahmedabad,Bangalore,2023-11-12,2023-11-15,2023-11-19,Lorry,1122,Rain,Moderate,Yes,4,3,1,1,2,2244,2,6,11,4
SHIP015145,Kolkata,Delhi,2023-02-13,2023-02-14,2023-02-20,Trailer,451,Clear,Heavy,Yes,6,1,0,0,3,1353,0,0,2,1
SHIP015146,Jaipur,Chennai,2024-02-11,2024-02-14,2024-02-14,Truck,1145,Clear,Light,No,0,3,1,0,1,1145,0,6,2,1
SHIP015147,Lucknow,Bangalore,2023-11-26,2023-11-27,2023-12-01,Lorry,242,Clear,Moderate,Yes,4,1,1,0,2,484,0,6,11,4
SHIP015148,Kolkata,Mumbai,2023-07-15,2023-07-21,2023-07-25,Container,1816,Fog,Heavy,Yes,4,6,1,2,3,5448,6,5,7,3
SHIP015149,Mumbai,Chennai,2023-09-24,2023-09-28,2023-10-01,Container,1231,Rain,Heavy,Yes,3,4,1,1,3,3693,3,6,9,3
SHIP015150,Kolkata,Delhi,2023-09-27,2023-09-30,2023-09-30,Lorry,1103,Clear,Light,No,0,3,0,0,1,1103,0,2,9,3
SHIP015151,Ahmedabad,Hyderabad,2024-03-09,2024-03-15,2024-03-15,Trailer,1925,Clear,Light,No,0,6,1,0,1,1925,0,5,3,1
SHIP015152,Hyderabad,Lucknow,2023-09-03,2023-09-07,2023-09-10,Container,1259,Rain,Light,Yes,3,4,1,1,1,1259,1,6,9,3
SHIP015153,Jaipur,Pune,2023-08-29,2023-09-03,2023-09-03,Trailer,1774,Clear,Light,No,0,5,0,0,1,1774,0,1,8,3
SHIP015154,Delhi,Mumbai,2023-10-30,2023-11-04,2023-11-06,Truck,1688,Fog,Light,Yes,2,5,0,2,1,1688,2,0,10,4
SHIP015155,Chennai,Pune,2023-11-17,2023-11-18,2023-11-19,Lorry,432,Rain,Light,Yes,1,1,0,1,1,432,1,4,11,4
SHIP015156,Pune,Hyderabad,2023-12-21,2023-12-24,2023-12-24,Container,1174,Clear,Light,No,0,3,0,0,1,1174,0,3,12,4
SHIP015157,Mumbai,Delhi,2023-04-10,2023-04-14,2023-04-14,Container,1382,Clear,Light,No,0,4,0,0,1,1382,0,0,4,2
SHIP015158,Jaipur,Mumbai,2024-04-26,2024-04-29,2024-05-05,Trailer,977,Rain,Light,Yes,6,3,0,1,1,977,1,4,4,2
SHIP015159,Mumbai,Jaipur,2023-07-03,2023-07-07,2023-07-09,Container,1409,Rain,Moderate,Yes,2,4,0,1,2,2818,2,0,7,3
SHIP015160,Chennai,Mumbai,2024-05-20,2024-05-23,2024-05-27,Lorry,1115,Clear,Heavy,Yes,4,3,0,0,3,3345,0,0,5,2
SHIP015161,Delhi,Lucknow,2023-01-14,2023-01-16,2023-01-19,Container,697,Clear,Light,Yes,3,2,1,0,1,697,0,5,1,1
SHIP015162,Ahmedabad,Pune,2023-07-01,2023-07-04,2023-07-11,Trailer,1121,Rain,Light,Yes,7,3,1,1,1,1121,1,5,7,3
SHIP015163,Ahmedabad,Pune,2023-02-14,2023-02-18,2023-02-20,Lorry,1461,Clear,Heavy,Yes,2,4,0,0,3,4383,0,1,2,1
SHIP015164,Pune,Delhi,2024-04-07,2024-04-11,2024-04-12,Truck,1208,Clear,Moderate,Yes,1,4,1,0,2,2416,0,6,4,2
SHIP015165,Bangalore,Chennai,2023-08-24,2023-08-26,2023-08-31,Truck,752,Clear,Moderate,Yes,5,2,0,0,2,1504,0,3,8,3
SHIP015166,Jaipur,Kolkata,2024-05-25,2024-05-29,2024-05-30,Truck,1416,Clear,Moderate,Yes,1,4,1,0,2,2832,0,5,5,2
SHIP015167,Ahmedabad,Chennai,2024-01-22,2024-01-23,2024-01-25,Truck,260,Rain,Moderate,Yes,2,1,0,1,2,520,2,0,1,1
SHIP015168,Pune,Lucknow,2024-02-13,2024-02-17,2024-02-20,Trailer,1204,Fog,Moderate,Yes,3,4,0,2,2,2408,4,1,2,1
SHIP015169,Kolkata,Hyderabad,2023-05-21,2023-05-24,2023-05-22,Trailer,498,Clear,Heavy,Yes,-2,3,1,0,3,1494,0,6,5,2
SHIP015170,Hyderabad,Pune,2023-04-10,2023-04-14,2023-04-16,Trailer,1489,Clear,Heavy,Yes,2,4,0,0,3,4467,0,0,4,2
SHIP015171,Delhi,Chennai,2023-02-07,2023-02-10,2023-02-10,Trailer,953,Clear,Light,No,0,3,0,0,1,953,0,1,2,1
SHIP015172,Hyderabad,Pune,2024-05-09,2024-05-10,2024-05-12,Trailer,536,Clear,Heavy,Yes,2,1,0,0,3,1608,0,3,5,2
SHIP015173,Chennai,Kolkata,2023-11-17,2023-11-19,2023-11-20,Container,795,Clear,Moderate,Yes,1,2,0,0,2,1590,0,4,11,4
SHIP015174,Bangalore,Hyderabad,2023-05-16,2023-05-22,2023-05-22,Trailer,1820,Clear,Light,No,0,6,0,0,1,1820,0,1,5,2
SHIP015175,Jaipur,Lucknow,2024-02-10,2024-02-12,2024-02-16,Lorry,781,Clear,Light,Yes,4,2,1,0,1,781,0,5,2,1
SHIP015176,Mumbai,Bangalore,2023-06-10,2023-06-11,2023-06-16,Trailer,561,Fog,Light,Yes,5,1,1,2,1,561,2,5,6,2
SHIP015177,Ahmedabad,Jaipur,2023-10-02,2023-10-05,2023-10-07,Container,1197,Clear,Heavy,Yes,2,3,0,0,3,3591,0,0,10,4
SHIP015178,Bangalore,Jaipur,2024-03-24,2024-03-28,2024-03-29,Truck,1326,Clear,Moderate,Yes,1,4,1,0,2,2652,0,6,3,1
SHIP015179,Lucknow,Delhi,2023-02-19,2023-02-23,2023-02-26,Lorry,1288,Rain,Light,Yes,3,4,1,1,1,1288,1,6,2,1
SHIP015180,Pune,Lucknow,2023-02-10,2023-02-11,2023-02-14,Truck,519,Clear,Light,Yes,3,1,0,0,1,519,0,4,2,1
SHIP015181,Lucknow,Chennai,2023-12-31,2024-01-06,2024-01-12,Truck,1978,Rain,Light,Yes,6,6,1,1,1,1978,1,6,12,4
SHIP015182,Pune,Chennai,2023-10-18,2023-10-21,2023-10-21,Truck,994,Clear,Light,No,0,3,0,0,1,994,0,2,10,4
SHIP015183,Kolkata,Hyderabad,2023-08-21,2023-08-23,2023-08-27,Truck,641,Clear,Heavy,Yes,4,2,0,0,3,1923,0,0,8,3
SHIP015184,Lucknow,Hyderabad,2023-03-15,2023-03-17,2023-03-23,Truck,846,Rain,Moderate,Yes,6,2,0,1,2,1692,2,2,3,1
SHIP015185,Delhi,Chennai,2023-02-25,2023-02-28,2023-02-28,Trailer,917,Clear,Light,No,0,3,1,0,1,917,0,5,2,1
SHIP015186,Mumbai,Ahmedabad,2023-01-08,2023-01-10,2023-01-17,Trailer,739,Clear,Heavy,Yes,7,2,1,0,3,2217,0,6,1,1
SHIP015187,Ahmedabad,Pune,2023-07-13,2023-07-16,2023-07-16,Lorry,1037,Clear,Light,No,0,3,0,0,1,1037,0,3,7,3
SHIP015188,Lucknow,Chennai,2023-10-18,2023-10-20,2023-10-27,Lorry,691,Fog,Heavy,Yes,7,2,0,2,3,2073,6,2,10,4
SHIP015189,Mumbai,Bangalore,2023-07-12,2023-07-13,2023-07-16,Truck,535,Clear,Light,Yes,3,1,0,0,1,535,0,2,7,3
SHIP015190,Delhi,Ahmedabad,2023-10-25,2023-10-28,2023-10-29,Lorry,944,Clear,Moderate,Yes,1,3,0,0,2,1888,0,2,10,4
SHIP015191,Ahmedabad,Pune,2024-03-24,2024-03-27,2024-03-29,Lorry,1032,Clear,Heavy,Yes,2,3,1,0,3,3096,0,6,3,1
SHIP015192,Kolkata,Bangalore,2023-07-02,2023-07-03,2023-07-10,Trailer,571,Fog,Moderate,Yes,7,1,1,2,2,1142,4,6,7,3
SHIP015193,Pune,Delhi,2024-04-26,2024-04-27,2024-04-28,Truck,264,Clear,Moderate,Yes,1,1,0,0,2,528,0,4,4,2
SHIP015194,Jaipur,Kolkata,2023-03-29,2023-04-01,2023-04-05,Lorry,1042,Clear,Moderate,Yes,4,3,0,0,2,2084,0,2,3,1
SHIP015195,Chennai,Lucknow,2023-12-27,2023-12-28,2024-01-01,Container,403,Fog,Light,Yes,4,1,0,2,1,403,2,2,12,4
SHIP015196,Delhi,Kolkata,2023-02-04,2023-02-05,2023-02-06,Truck,248,Rain,Light,Yes,1,1,1,1,1,248,1,5,2,1
SHIP015197,Hyderabad,Delhi,2023-07-17,2023-07-18,2023-07-20,Trailer,468,Fog,Light,Yes,2,1,0,2,1,468,2,0,7,3
SHIP015198,Kolkata,Delhi,2024-03-17,2024-03-18,2024-03-20,Trailer,318,Clear,Heavy,Yes,2,1,1,0,3,954,0,6,3,1
SHIP015199,Kolkata,Hyderabad,2023-01-01,2023-01-03,2023-01-09,Truck,656,Fog,Light,Yes,6,2,1,2,1,656,2,6,1,1
SHIP015200,Chennai,Lucknow,2023-07-16,2023-07-17,2023-07-19,Trailer,538,Clear,Heavy,Yes,2,1,1,0,3,1614,0,6,7,3
SHIP015201,Jaipur,Lucknow,2023-12-30,2024-01-03,2024-01-05,Truck,1388,Fog,Light,Yes,2,4,1,2,1,1388,2,5,12,4
SHIP015202,Chennai,Hyderabad,2023-06-16,2023-06-17,2023-06-22,Lorry,555,Clear,Light,Yes,5,1,0,0,1,555,0,4,6,2
SHIP015203,Pune,Chennai,2023-02-16,2023-02-19,2023-02-21,Lorry,1034,Rain,Moderate,Yes,2,3,0,1,2,2068,2,3,2,1
SHIP015204,Mumbai,Ahmedabad,2023-03-19,2023-03-24,2023-03-24,Trailer,1504,Clear,Light,No,0,5,1,0,1,1504,0,6,3,1
SHIP015205,Bangalore,Pune,2023-04-20,2023-04-25,2023-04-26,Container,1571,Clear,Moderate,Yes,1,5,0,0,2,3142,0,3,4,2
SHIP015206,Ahmedabad,Delhi,2024-04-13,2024-04-15,2024-04-15,Lorry,767,Clear,Light,No,0,2,1,0,1,767,0,5,4,2
SHIP015207,Chennai,Delhi,2023-02-10,2023-02-11,2023-02-12,Trailer,211,Rain,Light,Yes,1,1,0,1,1,211,1,4,2,1
SHIP015208,Hyderabad,Bangalore,2024-03-21,2024-03-25,2024-03-31,Trailer,1358,Clear,Moderate,Yes,6,4,0,0,2,2716,0,3,3,1
SHIP015209,Ahmedabad,Chennai,2023-03-21,2023-03-23,2023-03-24,Container,774,Clear,Moderate,Yes,1,2,0,0,2,1548,0,1,3,1
SHIP015210,Bangalore,Lucknow,2023-08-06,2023-08-08,2023-08-10,Truck,712,Clear,Light,Yes,2,2,1,0,1,712,0,6,8,3
SHIP015211,Hyderabad,Delhi,2023-04-22,2023-04-24,2023-04-27,Lorry,861,Clear,Moderate,Yes,3,2,1,0,2,1722,0,5,4,2
SHIP015212,Ahmedabad,Kolkata,2023-12-27,2024-01-01,2024-01-02,Container,1719,Clear,Moderate,Yes,1,5,0,0,2,3438,0,2,12,4
SHIP015213,Lucknow,Ahmedabad,2024-05-07,2024-05-13,2024-05-14,Container,1901,Rain,Light,Yes,1,6,0,1,1,1901,1,1,5,2
SHIP015214,Lucknow,Chennai,2023-02-05,2023-02-11,2023-02-15,Trailer,1893,Fog,Heavy,Yes,4,6,1,2,3,5679,6,6,2,1
SHIP015215,Chennai,Delhi,2023-03-19,2023-03-21,2023-03-24,Lorry,613,Rain,Light,Yes,3,2,1,1,1,613,1,6,3,1
SHIP015216,Delhi,Pune,2024-05-24,2024-05-28,2024-05-30,Container,1429,Fog,Light,Yes,2,4,0,2,1,1429,2,4,5,2
SHIP015217,Kolkata,Ahmedabad,2023-12-04,2023-12-08,2023-12-12,Truck,1499,Rain,Moderate,Yes,4,4,0,1,2,2998,2,0,12,4
SHIP015218,Kolkata,Pune,2023-01-02,2023-01-03,2023-01-05,Container,292,Clear,Light,Yes,2,1,0,0,1,292,0,0,1,1
SHIP015219,Mumbai,Bangalore,2023-07-03,2023-07-07,2023-07-07,Trailer,1350,Clear,Light,No,0,4,0,0,1,1350,0,0,7,3
SHIP015220,Mumbai,Jaipur,2024-03-28,2024-03-31,2024-03-31,Trailer,1179,Clear,Light,No,0,3,0,0,1,1179,0,3,3,1
SHIP015221,Bangalore,Kolkata,2023-11-07,2023-11-08,2023-11-10,Lorry,516,Clear,Heavy,Yes,2,1,0,0,3,1548,0,1,11,4
SHIP015222,Ahmedabad,Mumbai,2023-02-17,2023-02-22,2023-02-23,Trailer,1511,Rain,Light,Yes,1,5,0,1,1,1511,1,4,2,1
SHIP015223,Pune,Delhi,2023-01-13,2023-01-16,2023-01-17,Trailer,1032,Clear,Moderate,Yes,1,3,0,0,2,2064,0,4,1,1
SHIP015224,Kolkata,Ahmedabad,2024-05-18,2024-05-20,2024-05-23,Truck,726,Clear,Light,Yes,3,2,1,0,1,726,0,5,5,2
SHIP015225,Mumbai,Chennai,2023-05-23,2023-05-25,2023-05-30,Container,798,Clear,Heavy,Yes,5,2,0,0,3,2394,0,1,5,2
SHIP015226,Hyderabad,Pune,2023-06-29,2023-06-30,2023-07-07,Lorry,322,Fog,Light,Yes,7,1,0,2,1,322,2,3,6,2
SHIP015227,Jaipur,Mumbai,2023-11-15,2023-11-19,2023-11-21,Trailer,1475,Clear,Heavy,Yes,2,4,0,0,3,4425,0,2,11,4
SHIP015228,Chennai,Kolkata,2023-09-12,2023-09-15,2023-09-18,Container,1146,Fog,Moderate,Yes,3,3,0,2,2,2292,4,1,9,3
SHIP015229,Chennai,Delhi,2024-01-30,2024-02-03,2024-02-09,Lorry,1264,Clear,Heavy,Yes,6,4,0,0,3,3792,0,1,1,1
SHIP015230,Ahmedabad,Bangalore,2024-04-26,2024-04-30,2024-04-30,Container,1454,Clear,Light,No,0,4,0,0,1,1454,0,4,4,2
SHIP015231,Bangalore,Chennai,2023-09-11,2023-09-15,2023-09-17,Container,1345,Clear,Heavy,Yes,2,4,0,0,3,4035,0,0,9,3
SHIP015232,Mumbai,Pune,2023-08-05,2023-08-09,2023-08-13,Lorry,1341,Clear,Light,Yes,4,4,1,0,1,1341,0,5,8,3
SHIP015233,Jaipur,Bangalore,2023-03-25,2023-03-30,2023-04-03,Trailer,1596,Rain,Moderate,Yes,4,5,1,1,2,3192,2,5,3,1
SHIP015234,Lucknow,Hyderabad,2023-09-17,2023-09-19,2023-09-20,Truck,898,Clear,Moderate,Yes,1,2,1,0,2,1796,0,6,9,3
SHIP015235,Jaipur,Mumbai,2023-02-11,2023-02-16,2023-02-16,Truck,1625,Clear,Light,No,0,5,1,0,1,1625,0,5,2,1
SHIP015236,Mumbai,Delhi,2023-12-29,2023-12-31,2023-12-31,Truck,833,Clear,Light,No,0,2,0,0,1,833,0,4,12,4
SHIP015237,Chennai,Jaipur,2023-05-24,2023-05-29,2023-05-30,Lorry,1560,Rain,Light,Yes,1,5,0,1,1,1560,1,2,5,2
SHIP015238,Delhi,Bangalore,2023-06-29,2023-07-01,2023-07-06,Trailer,662,Clear,Light,Yes,5,2,0,0,1,662,0,3,6,2
